section name,section type,size
.text.bt_rfcomm_l2cap_cid_cmp,text,10
.text.bt_rfcomm_schan_cmp,text,12
.text.bt_rfcomm_l2cap_bdaddr_cmp,text,36
.text.bt_rfcomm_l2cap_remove_all_inst_helper,text,20
.text.bt_rfcomm_remove_all_server_helper,text,10
.text.bt_rfcomm_core_init,text,40
.text.bt_rfcomm_check_channel_state,text,52
.text.bt_rfcomm_l2cap_connect_ind,text,64
.text.bt_rfcomm_module_msg_dispatch,text,180
.text.bt_rfcomm_add_l2cap_inst,text,48
.text.bt_rfcomm_validate_and_lock_l2cap_inst_by_ptr,text,60
.text.bt_rfcomm_lookup_l2cap_inst_by_cid,text,56
.text.bt_rfcomm_lookup_l2cap_inst_by_bd_addr,text,60
.text.bt_rfcomm_remove_l2cap_inst,text,84
.text.bt_rfcomm_remove_all_l2cap_inst,text,64
.text.bt_rfcomm_lookup_server_inst_by_schan,text,56
.text.bt_rfcomm_remove_all_servers,text,64
.text.bt_rfcomm_core_shutdown,text,36
.text.bt_rfcomm_layer_ctrl,text,76
.text.bt_rfcomm_credit_peer_nocredit,text,98
.text.bt_rfcomm_tfunc_flow_dlci,text,22
.text.bt_rfcomm_cc_timeout_cb,text,48
.text.bt_rfcomm_cc_cancel_timer,text,32
.text.bt_rfcomm_cc_process_pn,text,322
.text.bt_rfcomm_cc_process_rpn,text,294
.text.bt_rfcomm_cc_transmit_cmesg,text,108
.text.bt_rfcomm_cc_process_msc,text,218
.text.bt_rfcomm_cc_process_test,text,116
.text.bt_rfcomm_cc_process_fcon,text,128
.text.bt_rfcomm_cc_process_fcoff,text,128
.text.bt_rfcomm_cc_process_rls,text,130
.text.bt_rfcomm_cc_data_ind,text,208
.text.bt_rfcomm_cc_create_test,text,78
.text.bt_rfcomm_cc_create_fcon,text,22
.text.bt_rfcomm_cc_create_fcoff,text,22
.text.bt_rfcomm_cc_create_nsc,text,32
.text.bt_rfcomm_cc_create_rpn_comm,text,90
.text.bt_rfcomm_cc_create_msc,text,150
.text.bt_rfcomm_cc_create_rls,text,34
.text.bt_rfcomm_cc_create_credit_pn,text,66
.text.bt_rfcomm_dlc_state_w4rl,text,114
.text.bt_rfcomm_dlc_state_w4ua,text,376
.text.bt_rfcomm_dlc_state_conn,text,564
.text.bt_rfcomm_dlc_state_w4pe,text,280
.text.bt_rfcomm_dlc_state_closed,text,676
.text.bt_rfcomm_dlc_state_pn,text,100
.text.bt_rfcomm_dlc_init,text,86
.text.bt_rfcomm_dlc_do_event,text,20
.text.bt_rfcomm_ack_timeout_cb,text,36
.text.bt_rfcomm_incoming_servicelevel_sec_callback,text,14
.text.bt_rfcomm_dlc_incoming_sec_callback,text,116
.text.bt_rfcomm_entity_rfstart_ind_cb,text,52
.text.bt_rfcomm_entity_remove_pending_channel_helper,text,76
.text.bt_rfcomm_entity_remove_all_pending_channels_helper,text,10
.text.bt_rfcomm_entity_bdaddr_cmp,text,22
.text.bt_rfcomm_entity_remove_pending_device,text,44
.text.bt_rfcomm_entity_rfstart_conf_cb,text,80
.text.bt_rfcomm_entity_add_pending_channel,text,52
.text.bt_rfcomm_entity_remove_all_pending_conns_helper,text,32
.text.bt_rfcomm_entity_init,text,44
.text.bt_rfcomm_open_multiplexer,text,64
.text.bt_rfcomm_entity_connect_port,text,324
.text.bt_rfcomm_entity_remove_all_pending_conns,text,32
.text.bt_rfcomm_entity_shutdown,text,20
.text.bt_rfcomm_destroy_uih,text,30
.text.bt_rfcomm_add_fcs,text,48
.text.bt_rfcomm_create_sabm,text,52
.text.bt_rfcomm_create_ua,text,52
.text.bt_rfcomm_create_dm,text,52
.text.bt_rfcomm_create_disc,text,52
.text.bt_rfcomm_create_uih,text,126
.text.bt_rfcomm_create_uih_credit,text,114
.text.bt_rfcomm_rx_fcs,text,60
.rodata.crctable,rodata,256
.text.bt_rfcomm_l2cap_state_w4conn,text,158
.text.bt_rfcomm_l2cap_state_idle,text,160
.text.bt_rfcomm_l2cap_wait_dis_dlc0_timeout,text,32
.text.bt_rfcomm_l2cap_do_event,text,20
.text.bt_rfcomm_l2cap_next_state,text,4
.text.bt_rfcomm_l2cap_dispatch_data,text,84
.text.bt_rfcomm_l2cap_process_data,text,224
.text.bt_rfcomm_l2cap_state_w4rl,text,40
.text.bt_rfcomm_l2cap_state_conn,text,188
.text.bt_rfcomm_dlc_dlci_cmp_helper,text,12
.text.bt_rfcomm_dlc_remove_all_helper,text,54
.text.bt_rfcomm_l2cap_init,text,140
.text.bt_rfcomm_l2cap_data_ind_cb,text,40
.text.bt_rfcomm_l2cap_disc_ind_cb,text,42
.text.bt_rfcomm_l2cap_disc_cfm_cb,text,38
.text.bt_rfcomm_l2cap_connect_configured_cfm_cb,text,62
.text.bt_rfcomm_reg_dlc_instance,text,24
.text.bt_rfcomm_lookup_dlci_instance,text,24
.text.bt_rfcomm_lookup_dlci_instance_and_lock,text,4
.text.bt_rfcomm_remove_dlc_instance,text,92
.text.bt_rfcomm_remove_all_dlc_instance,text,28
.text.bt_rfcomm_free_dlc_instance,text,10
.text.bt_rfcomm_ue_allocate_server_channel,text,84
.text.bt_rfcomm_ue_deallocate_server_channel,text,56
.text.bt_rfcomm_ue_register_server,text,148
.text.bt_rfcomm_ue_get_channel_state,text,52
.text.bt_rfcomm_ue_start_req,text,106
.text.bt_rfcomm_ue_start_resp,text,74
.text.bt_rfcomm_ue_register_rfstart_ind_cb,text,16
.text.bt_rfcomm_ue_dlc_estab_req,text,126
.text.bt_rfcomm_ue_dlc_estab_resp,text,118
.text.bt_rfcomm_ue_dlc_rel_req,text,56
.text.bt_rfcomm_ue_data_req,text,66
.text.bt_rfcomm_ue_get_multiplexer_state,text,62
.text.bt_rfcomm_ue_disable_credit,text,36
.text.bt_rfcomm_ue_get_l2cap_cid_from_multiplexer,text,18
.text.bt_rfcomm_dlci0_lock_and_transmit_cmesg,text,32
.text.bt_rfcomm_ue_portneg_resp,text,86
.text.bt_rfcomm_ue_control_req,text,90
.text.bt_rfcomm_ue_parneg_req,text,114
.text.bt_rfcomm_ue_parneg_resp,text,86
.text.bt_rfcomm_ue_parneg_credit_req,text,124
.text.bt_rfcomm_ue_parneg_credit_resp,text,94
.text.bt_sdp_l2cap_connect_channel,text,68
.text.bt_sdp_l2cap_connect_ind_cb,text,58
.text.bt_sdp_l2cap_data_ind_cb,text,172
.text.bt_sdp_l2cap_connect_configured_cfm_cb,text,80
.text.bt_sdp_l2cap_disconnect_ind_cb,text,44
.text.bt_sdp_l2cap_disconnect_cfm_cb,text,40
.text.bthost_sdp_add_service,text,44
.text.bt_sdp_remove_service,text,52
.text.bt_sdp_insert_service,text,56
.text.bt_sdp_query,text,40
.text.bt_sdp_valid_record,text,32
.text.bt_sdp_traverse_list,text,196
.text.bt_sdp_service_search,text,252
.rodata.attribute_browsegroup,rodata,32
.rodata.attribute_browsegroup_service_class,rodata,12
.rodata.attribute_header,rodata,48
.rodata.attribute_header_service_class,rodata,12
.rodata.attribute_header_version,rodata,12
.rodata.attribute_pdl_l2cap,rodata,12
.rodata.attribute_pdl_rfcomm,rodata,24
.rodata.attribute_rfcomm_pdl,rodata,24
.text.sdp_init,text,12
.text.bt_adp_sdp_search_callback,text,292
.text.host_sdp_if,text,336
.text.get_remote_service_record,text,16
.text.get_btsdp_interface,text,8
.rodata.__func__.12483,rodata,12
.rodata.bt_adp_sdp_search_callback.str1.1,rodata,56
.rodata.btsdp_int_interface,rodata,8
.rodata.host_sdp_if.str1.1,rodata,42
.text.sdp_register_psm,text,20
.text.bt_sdp_allocate_tx_buffer,text,28
.text.bt_sdp_transfer_data,text,22
.text.bt_sdp_read16,text,12
.text.bt_sdp_read32,text,22
.text.bt_sdp_write16,text,8
.text.bt_sdp_write32,text,16
.text.bt_sdp_copy,text,38
.text.bt_sdp_attribute_check,text,228
.text.bt_sdp_uuid_check,text,244
.text.bt_sdp_service_search_decode,text,308
.text.bt_sdp_attribute_retrieve,text,424
.text.bt_sdp_attribute_search_decode,text,388
.text.bt_sdp_service_attribute_search_decode,text,712
.text.bt_sdp_request_dispatcher,text,76
.rodata.SDP_BASE_UUID,rodata,12
.rodata.__func__.11453,rodata,39
.rodata.attribute_handle,rodata,16
.rodata.bt_sdp_service_attribute_search_decode.str1.1,rodata,26
.text.bt_sdp_encode_search_pattern,text,182
.text.bt_sdp_encode_attribute_list,text,154
.text.bt_sdp_genetate_service_attribute_request,text,146
.text.sdp_execute_sub_task.part.0,text,56
.text.bt_sdp_service_response_decode,text,84
.text.bt_sdp_attribute_response_decode,text,72
.text.bt_sdp_service_attribute_response_decode,text,72
.text.bt_sdp_error_decode,text,140
.text.bt_sdp_response_dispatcher,text,52
.text.bt_sdp_generate_search_response,text,126
.text.bt_sdp_generate_attrib_response,text,88
.text.bt_sdp_generate_service_attrib_response,text,20
.text.bt_sdp_generate_error_response,text,68
.text.bt_sdp_data_element_converter,text,688
.text.bt_sdp_srv_layer_ctrl,text,80
.text.bt_sdp_srv_module_msg_dispatch,text,104
.text.bt_sdp_allocate_transaction_id,text,16
.text.bt_sdp_add_primitive_task,text,64
.text.bt_sdp_free_primitive_task,text,78
.text.bt_sdp_finish_primitive_task,text,96
.text.bt_sdp_timer_handler,text,12
.text.bt_sdp_w4_service_attributes,text,114
.text.bt_sdp_find_services_attributes,text,356
.text.bt_sdp_w4_browse_connections,text,248
.rodata.__func__.11714,rodata,29
.rodata.bt_sdp_w4_browse_connections.str1.1,rodata,37
.text.bt_sdp_allocate_primitive_id,text,16
.text._sdp_create_primitive.constprop.3,text,334
.text.sdp_service_browse,text,108
.text.sdp_terminate_primitive,text,104
.text.sdp_free_results,text,62
.text.bt_sdp_cli_layer_ctrl,text,20
.text.bt_sdp_cli_module_msg_dispatch,text,134
.text.get_list_length,text,140
.text.read_uuid,text,78
.text.sdp_service_result_parse,text,936
.text.osi_sem_new,text,34
.text.osi_sem_give,text,12
.text.osi_sem_take,text,56
.text.osi_sem_free,text,16
.text.smp_memcpy_swap,text,26
.text.smp_set_timer_func,text,20
.text.smp_set_pairmode,text,92
.text.smp_set_pair_passkey,text,16
.text.confirm_generation,text,648
.text.stk_generation,text,126
.text.mackey_dhkey_k5_generation,text,960
.text.smp_generate_user_confirm_value,text,180
.text.tk_generation,text,600
.text.check_confirm,text,824
.text.smp_pairing_failed_handler,text,148
.text.smp_add_keyinfo,text,148
.text.smp_signature_check,text,152
.text.smp_data_sign,text,140
.text.smp_encode,text,328
.text.ble_smp_sec_request,text,30
.text.smp_start_pair,text,324
.text.smp_pairing_req_handler,text,728
.text.smp_pairing_rsp_handler,text,548
.text.smp_pairing_confirm_handler,text,488
.text.smp_public_key_handler,text,296
.text.smp_dhkey_check_key_handler,text,1284
.text.smp_distribute_keys,text,472
.text.smp_security_req_handler,text,360
.text.smp_setup_timeout,text,116
.text.smp_layer_ctrl,text,84
.text.bt_le_smp_resolving_list_add,text,84
.text.bt_le_smp_resolving_list_remove,text,54
.text.bt_le_smp_resolving_list_enable,text,44
.text.smp_distribution_proc,text,1356
.text.bt_le_smp_delete_device,text,116
.text.bt_le_smp_remove_device_from_resolving_list,text,102
.text.smp_pairing_reset,text,20
.text.ble_smp_dhkey_check,text,220
.text.smp_pairing_random_handler,text,1452
.text.smp_decoder,text,532
.text.smp_msg_dispatch,text,1320
.rodata.__func__.12833,rodata,27
.rodata.__func__.12957,rodata,22
.rodata.__func__.13112,rodata,17
.rodata.check_confirm.str1.1,rodata,303
.rodata.confirm_generation.str1.1,rodata,391
.rodata.mackey_dhkey_k5_generation.str1.1,rodata,311
.rodata.select_method,rodata,25
.rodata.smp_decoder.str1.1,rodata,503
.rodata.smp_dhkey_check_key_handler.str1.1,rodata,459
.rodata.smp_distribute_keys.str1.1,rodata,64
.rodata.smp_distribution_proc.str1.1,rodata,422
.rodata.smp_encode.str1.1,rodata,44
.rodata.smp_layer_ctrl.str1.1,rodata,38
.rodata.smp_msg_dispatch.str1.1,rodata,446
.rodata.smp_pairing_confirm_handler.str1.1,rodata,234
.rodata.smp_pairing_failed_handler.str1.1,rodata,32
.rodata.smp_pairing_random_handler.str1.1,rodata,333
.rodata.smp_pairing_req_handler.str1.1,rodata,365
.rodata.smp_pairing_rsp_handler.str1.1,rodata,145
.rodata.smp_public_key_handler.str1.1,rodata,53
.rodata.smp_security_req_handler.str1.1,rodata,58
.rodata.smp_set_pairmode.str1.1,rodata,35
.rodata.smp_start_pair.str1.1,rodata,113
.rodata.tk_generation.str1.1,rodata,398
.text.uint8_t_to_uint32_t_t,text,22
.text.initial_output,text,34
.text.sub_bytes,text,32
.text.sub_word,text,36
.text.shift_rows,text,50
.text.gf_multply_byte,text,72
.text.gf_multply_bytes_matrix,text,110
.text.mix_columns,text,12
.text.add_round_key,text,56
.text.initial_state,text,34
.text.encipher,text,80
.text.bt_aes_init,text,172
.text.aes_key_init,text,80
.text.bt_aes_encrypt,text,40
.text.mgr_le_encryption_array_reverse,text,28
.text.mgr_le_encryption_e,text,32
.text.mgr_le_encryption_ah,text,116
.text.mgr_le_encryption_c1,text,212
.text.mgr_le_encryption_s1,text,102
.text.xor_128,text,32
.text.leftshift_onebit,text,34
.text.padding,text,32
.text.generate_subkey,text,108
.text.smp_aes_cmac,text,202
.text.smp_aes_cmac_128,text,184
.text.sys_rand_seed_rand,text,12
.text.smp_get_rand_16,text,14
.text.smp_get_rand_64_ex,text,44
.text.smp_get_rand_128_ex,text,38
.text.spp_find_service,text,48
.text.bt_spp_send_data.constprop.0,text,132
.text.spp_init_port,text,32
.text.spp_find_free_port,text,56
.text.spp_generate_msg,text,60
.text.spp_send_data_to_peer,text,76
.text.spp_find_port_bydlci,text,56
.text.spp_rfcomm_connect_indication_callback,text,284
.text.spp_rfcomm_connect_confirm_callback,text,180
.text.spp_rfcomm_rxdata_callback,text,72
.text.spp_rfcomm_disconnect_indication_callback,text,136
.text.spp_rfcomm_flowctrl_callback,text,72
.text.spp_disconnect_req,text,164
.text.spp_active_req,text,324
.text.spp_sdp_search_callback,text,200
.text.bt_spp_layer_ctrl,text,428
.text.host_spp_sdp,text,200
.text.host_get_spp_device_info,text,68
.text.spp_disconnect_req_by_addr,text,184
.text.host_get_spp_idle_device_info,text,56
.text.bt_spp_module_msg_dispatch,text,296
.rodata.__func__.10421,rodata,24
.rodata.__func__.10436,rodata,13
.rodata.attribute_dun,rodata,80
.rodata.attribute_dun_browse,rodata,12
.rodata.attribute_dun_profile,rodata,12
.rodata.attribute_dun_profile_list,rodata,24
.rodata.attribute_dun_service_class,rodata,12
.rodata.attribute_spp_template,rodata,64
.rodata.bt_spp_layer_ctrl.str1.1,rodata,123
.rodata.dun_service_name,rodata,16
.rodata.element_spp_template,rodata,36
.rodata.host_spp_sdp.str1.1,rodata,24
.rodata.spp_sdp_search_callback.str1.1,rodata,21
.rodata.spp_service_name,rodata,11
.text.__spp_connect,text,34
.text.host_spp_sdp_done_cb,text,188
.text.host_spp_disconnect_ind_cb,text,68
.text.host_spp_disconnect_cnf_cb,text,68
.text.host_spp_data_ind_cb,text,24
.text.host_spp_flowctrl_ind_cb,text,4
.text.host_spp_bonding_done_cb,text,180
.text.host_spp_connect_cnf_cb,text,64
.text.host_spp_connect_ind_cb,text,64
.text.host_spp_adp_init,text,4
.text.host_spp_free,text,4
.text.host_spp_register_services,text,16
.text.host_spp_connect,text,184
.text.host_spp_free_buf,text,8
.text.host_spp_disconnect,text,4
.text.host_spp_disconnect_by_addr,text,18
.text.host_spp_msg_handle,text,44
.rodata.__func__.10538,rodata,25
.rodata.__func__.10548,rodata,21
.rodata.__func__.10566,rodata,17
.rodata.__func__.10580,rodata,24
.rodata.__func__.10585,rodata,24
.rodata.__func__.10599,rodata,27
.rodata.__func__.10604,rodata,27
.rodata.host_spp_bonding_done_cb.str1.1,rodata,98
.rodata.host_spp_connect.str1.1,rodata,23
.rodata.host_spp_connect_ind_cb.str1.1,rodata,23
.rodata.host_spp_disconnect_ind_cb.str1.1,rodata,17
.rodata.host_spp_sdp_done_cb.str1.1,rodata,31
.rodata.spp_msg_hdlr_table,rodata,64
.text.sppif_init,text,12
.text.sppif_get_devices,text,4
.text.sppif_send,text,10
.text.sppif_connect,text,38
.text.sppif_get_max_devices_num,text,12
.text.sppif_disconnect,text,38
.text.spp_if_connection_state_changed,text,20
.text.spp_if_data_callback,text,24
.text.spp_if_lowctrl_ind_callback,text,24
.text.spp_if_mtu_result_callback,text,24
.text.get_btspp_interface,text,8
.rodata.btspp_int_interface,rodata,24
.text.bt_rfcomm_se_portnum_cmp,text,10
.text.bt_rfcomm_se_remove_all_stack_entity_helper,text,10
.text.bt_rfcomm_se_addrdlci_cmp,text,30
.text.bt_rfcomm_init_se_struct,text,54
.text.bt_stack_ent_dlc_linestat_cb,text,4
.text.bt_rfcomm_se_add_stack_entity,text,12
.text.bt_rfcomm_se_remove_stack_entity_by_portnum,text,36
.text.bt_rfcomm_se_lookup_stack_entity_by_portnum,text,44
.text.bt_rfcomm_se_lookup_stack_entity_by_addr_and_dlci,text,60
.text.bt_stack_ent_dlc_estab_ind_cb,text,300
.text.bt_stack_ent_dlc_data_ind_cb,text,104
.text.bt_stack_ent_dlc_portneg_cb,text,400
.text.bt_stack_ent_dlc_flow_ind_cb,text,114
.text.bt_stack_ent_dlc_control_cb,text,118
.text.bt_stack_ent_dlc_credit_flow_cb,text,102
.text.bt_stack_ent_dlc_paramneg_cb,text,260
.text.bt_rfcomm_se_remove_stack_entity_by_addr_and_dlci,text,60
.text.bt_stack_ent_dlc_estab_conf_cb,text,176
.text.bt_stack_ent_dlc_rel_ind_cb,text,160
.text.bt_rfcomm_se_remove_all_stack_entity,text,32
.text.bt_rse_layer_ctrl,text,38
.text.rse_srv_register_port,text,212
.text.rse_srv_disconnect_port,text,56
.text.rse_cliconnect_port,text,252
.text.rse_clidisconnect_port,text,74
.text.rse_write,text,72
.text.rse_srv_connect_response,text,94
.text.rse_get_write_buffer,text,26
.text.rse_free_write_buffer,text,4
.text.rse_get_cid_from_connection,text,50
.text.osi_wait_event,text,44
.text.osi_send_event,text,28
.text.osi_thread_create,text,132
.text.osi_timer_id_compare,text,10
.text.osi_timer_callback,text,92
.text.osi_timer_create,text,128
.text.osi_timer_cancel,text,96
.text.osi_timer_init,text,32
.text.osi_sleep,text,4
.text.uws_set_slink_state,text,12
.text.uws_set_source_link_conhdl,text,12
.text.uws_set_phone_address,text,20
.text.uws_get_peer_address,text,16
.text.uws_pair_scan_callback,text,10
.text.uws_if_initiating_init,text,4
.text.uws_if_host_transmit_audio_msg,text,2
.text.uws_init,text,12
.text.uws_if_adv_init,text,144
.text.get_btuws_interface,text,8
.rodata.btuws_int_interface,rodata,16
.rodata.uws_if_adv_init.str1.1,rodata,14
.text.bt_app_a2dp_audio_config_callback,text,48
.text.auPipePlayerDelete,text,26
.text.bt_app_a2dp_connection_state_callback,text,172
.text.bt_app_a2dp_audio_stream_callback,text,92
.text.bt_app_a2dp_audio_state_callback,text,240
.text.get_bt_specific_protocol_state,text,20
.text.bt_app_a2dp_stop,text,76
.text.app_bt_a2dp_init,text,60
.text.bt_a2dp_msg_handle,text,112
.rodata.bt_a2dp_msg_handle.str1.1,rodata,34
.rodata.bt_app_a2dp_audio_config_callback.str1.1,rodata,72
.rodata.bt_app_a2dp_audio_state_callback.str1.1,rodata,69
.rodata.bt_app_a2dp_audio_stream_callback.str1.1,rodata,66
.rodata.bt_app_a2dp_connection_state_callback.str1.1,rodata,129
.text.bt_app_avrcp_connection_state_callback,text,144
.text.bt_app_avrcp_volume_changed_callback,text,52
.text.bt_avrcp_msg_handler,text,80
.text.app_bt_avrcp_init,text,40
.text.app_bt_avrcp_stop,text,28
.text.app_bt_avrcp_start,text,152
.text.app_bt_avrcp_pause,text,152
.text.app_bt_avrcp_previ,text,152
.text.app_bt_avrcp_next,text,152
.text.app_bt_avrcp_vol_set,text,104
.text.app_bt_avrcp_vol_get,text,84
.rodata.bt_app_avrcp_connection_state_callback.str1.1,rodata,173
